Constructing delaunay graphs for 5 samples...
Training on cuda:0...

  0%|          | 0/400 [00:00<?, ?it/s]
Loss: -167.626 step time=1232.698s:   0%|          | 0/400 [20:32<?, ?it/s]
Loss: -167.626 step time=1232.698s:   0%|          | 0/400 [20:32<?, ?it/s]
Loss: -167.626 step time=1232.698s:   0%|          | 1/400 [20:32<136:37:26, 1232.70s/it]
Loss: -223.139 step time=1.079s:   0%|          | 1/400 [20:33<136:37:26, 1232.70s/it]   
Loss: -223.139 step time=1.079s:   0%|          | 1/400 [20:33<136:37:26, 1232.70s/it]
Loss: -223.139 step time=1.079s:   0%|          | 2/400 [20:33<56:11:09, 508.22s/it]  
Loss: -249.907 step time=1.081s:   0%|          | 2/400 [20:34<56:11:09, 508.22s/it]
Loss: -249.907 step time=1.081s:   0%|          | 2/400 [20:34<56:11:09, 508.22s/it]
Loss: -249.907 step time=1.081s:   1%|          | 3/400 [20:34<30:30:28, 276.65s/it]
Loss: -270.796 step time=1.077s:   1%|          | 3/400 [20:35<30:30:28, 276.65s/it]
Loss: -270.796 step time=1.077s:   1%|          | 3/400 [20:35<30:30:28, 276.65s/it]
Loss: -270.796 step time=1.077s:   1%|          | 4/400 [20:35<18:27:50, 167.86s/it]
Loss: -283.463 step time=1.078s:   1%|          | 4/400 [20:37<18:27:50, 167.86s/it]
Loss: -283.463 step time=1.078s:   1%|          | 4/400 [20:37<18:27:50, 167.86s/it]
Loss: -283.463 step time=1.078s:   1%|▏         | 5/400 [20:37<11:49:07, 107.71s/it]
Loss: -290.912 step time=1.076s:   1%|▏         | 5/400 [20:38<11:49:07, 107.71s/it]
Loss: -290.912 step time=1.076s:   1%|▏         | 5/400 [20:38<11:49:07, 107.71s/it]
Loss: -290.912 step time=1.076s:   2%|▏         | 6/400 [20:38<7:49:14, 71.46s/it]  
Loss: -297.925 step time=1.077s:   2%|▏         | 6/400 [20:39<7:49:14, 71.46s/it]
Loss: -297.925 step time=1.077s:   2%|▏         | 6/400 [20:39<7:49:14, 71.46s/it]
Loss: -297.925 step time=1.077s:   2%|▏         | 7/400 [20:39<5:17:20, 48.45s/it]
Loss: -300.574 step time=1.079s:   2%|▏         | 7/400 [20:40<5:17:20, 48.45s/it]
Loss: -300.574 step time=1.079s:   2%|▏         | 7/400 [20:40<5:17:20, 48.45s/it]
Loss: -300.574 step time=1.079s:   2%|▏         | 8/400 [20:40<3:38:00, 33.37s/it]
Loss: -309.120 step time=1.077s:   2%|▏         | 8/400 [20:41<3:38:00, 33.37s/it]
Loss: -309.120 step time=1.077s:   2%|▏         | 8/400 [20:41<3:38:00, 33.37s/it]
Loss: -309.120 step time=1.077s:   2%|▏         | 9/400 [20:41<2:31:39, 23.27s/it]
Loss: -311.096 step time=1.078s:   2%|▏         | 9/400 [20:42<2:31:39, 23.27s/it]
Loss: -311.096 step time=1.078s:   2%|▏         | 9/400 [20:42<2:31:39, 23.27s/it]
Loss: -311.096 step time=1.078s:   2%|▎         | 10/400 [20:42<1:46:44, 16.42s/it]
Loss: -315.213 step time=1.076s:   2%|▎         | 10/400 [20:43<1:46:44, 16.42s/it]
Loss: -315.213 step time=1.076s:   2%|▎         | 10/400 [20:43<1:46:44, 16.42s/it]
Loss: -315.213 step time=1.076s:   3%|▎         | 11/400 [20:43<1:16:01, 11.72s/it]
Loss: -319.110 step time=1.080s:   3%|▎         | 11/400 [20:44<1:16:01, 11.72s/it]
Loss: -319.110 step time=1.080s:   3%|▎         | 11/400 [20:44<1:16:01, 11.72s/it]
Loss: -319.110 step time=1.080s:   3%|▎         | 12/400 [20:44<54:52,  8.49s/it]  
Loss: -323.807 step time=1.076s:   3%|▎         | 12/400 [20:45<54:52,  8.49s/it]
Loss: -323.807 step time=1.076s:   3%|▎         | 12/400 [20:45<54:52,  8.49s/it]
Loss: -323.807 step time=1.076s:   3%|▎         | 13/400 [20:45<40:15,  6.24s/it]
Loss: -318.809 step time=1.076s:   3%|▎         | 13/400 [20:46<40:15,  6.24s/it]
Loss: -318.809 step time=1.076s:   3%|▎         | 13/400 [20:46<40:15,  6.24s/it]
Loss: -318.809 step time=1.076s:   4%|▎         | 14/400 [20:46<30:07,  4.68s/it]
Loss: -328.744 step time=1.076s:   4%|▎         | 14/400 [20:47<30:07,  4.68s/it]
Loss: -328.744 step time=1.076s:   4%|▎         | 14/400 [20:47<30:07,  4.68s/it]
Loss: -328.744 step time=1.076s:   4%|▍         | 15/400 [20:47<23:03,  3.59s/it]
Loss: -329.514 step time=1.076s:   4%|▍         | 15/400 [20:48<23:03,  3.59s/it]
Loss: -329.514 step time=1.076s:   4%|▍         | 15/400 [20:48<23:03,  3.59s/it]
Loss: -329.514 step time=1.076s:   4%|▍         | 16/400 [20:48<18:09,  2.84s/it]
Loss: -332.613 step time=1.077s:   4%|▍         | 16/400 [20:49<18:09,  2.84s/it]
Loss: -332.613 step time=1.077s:   4%|▍         | 16/400 [20:49<18:09,  2.84s/it]
Loss: -332.613 step time=1.077s:   4%|▍         | 17/400 [20:49<14:43,  2.31s/it]
Loss: -331.101 step time=1.078s:   4%|▍         | 17/400 [20:51<14:43,  2.31s/it]
Loss: -331.101 step time=1.078s:   4%|▍         | 17/400 [20:51<14:43,  2.31s/it]
Loss: -331.101 step time=1.078s:   4%|▍         | 18/400 [20:51<12:20,  1.94s/it]
Loss: -339.073 step time=1.077s:   4%|▍         | 18/400 [20:52<12:20,  1.94s/it]
Loss: -339.073 step time=1.077s:   4%|▍         | 18/400 [20:52<12:20,  1.94s/it]
Loss: -339.073 step time=1.077s:   5%|▍         | 19/400 [20:52<10:39,  1.68s/it]
Loss: -340.811 step time=1.076s:   5%|▍         | 19/400 [20:53<10:39,  1.68s/it]
Loss: -340.811 step time=1.076s:   5%|▍         | 19/400 [20:53<10:39,  1.68s/it]
Loss: -340.811 step time=1.076s:   5%|▌         | 20/400 [20:53<09:29,  1.50s/it]
Loss: -340.504 step time=1.076s:   5%|▌         | 20/400 [20:54<09:29,  1.50s/it]
Loss: -340.504 step time=1.076s:   5%|▌         | 20/400 [20:54<09:29,  1.50s/it]
Loss: -340.504 step time=1.076s:   5%|▌         | 21/400 [20:54<08:39,  1.37s/it]
Loss: -340.734 step time=1.076s:   5%|▌         | 21/400 [20:55<08:39,  1.37s/it]
Loss: -340.734 step time=1.076s:   5%|▌         | 21/400 [20:55<08:39,  1.37s/it]
Loss: -340.734 step time=1.076s:   6%|▌         | 22/400 [20:55<08:04,  1.28s/it]
Loss: -334.818 step time=1.075s:   6%|▌         | 22/400 [20:56<08:04,  1.28s/it]
Loss: -334.818 step time=1.075s:   6%|▌         | 22/400 [20:56<08:04,  1.28s/it]
Loss: -334.818 step time=1.075s:   6%|▌         | 23/400 [20:56<07:40,  1.22s/it]
Loss: -339.415 step time=1.077s:   6%|▌         | 23/400 [20:57<07:40,  1.22s/it]
Loss: -339.415 step time=1.077s:   6%|▌         | 23/400 [20:57<07:40,  1.22s/it]
Loss: -339.415 step time=1.077s:   6%|▌         | 24/400 [20:57<07:22,  1.18s/it]
Loss: -339.846 step time=1.077s:   6%|▌         | 24/400 [20:58<07:22,  1.18s/it]
Loss: -339.846 step time=1.077s:   6%|▌         | 24/400 [20:58<07:22,  1.18s/it]
Loss: -339.846 step time=1.077s:   6%|▋         | 25/400 [20:58<07:10,  1.15s/it]
Loss: -342.661 step time=1.076s:   6%|▋         | 25/400 [20:59<07:10,  1.15s/it]
Loss: -342.661 step time=1.076s:   6%|▋         | 25/400 [20:59<07:10,  1.15s/it]
Loss: -342.661 step time=1.076s:   6%|▋         | 26/400 [20:59<07:01,  1.13s/it]
Loss: -345.071 step time=1.077s:   6%|▋         | 26/400 [21:00<07:01,  1.13s/it]
Loss: -345.071 step time=1.077s:   6%|▋         | 26/400 [21:00<07:01,  1.13s/it]
Loss: -345.071 step time=1.077s:   7%|▋         | 27/400 [21:00<06:54,  1.11s/it]
Loss: -343.868 step time=1.077s:   7%|▋         | 27/400 [21:01<06:54,  1.11s/it]
Loss: -343.868 step time=1.077s:   7%|▋         | 27/400 [21:01<06:54,  1.11s/it]
Loss: -343.868 step time=1.077s:   7%|▋         | 28/400 [21:01<06:49,  1.10s/it]
Loss: -343.182 step time=1.076s:   7%|▋         | 28/400 [21:02<06:49,  1.10s/it]
Loss: -343.182 step time=1.076s:   7%|▋         | 28/400 [21:02<06:49,  1.10s/it]
Loss: -343.182 step time=1.076s:   7%|▋         | 29/400 [21:02<06:45,  1.09s/it]
Loss: -345.529 step time=1.077s:   7%|▋         | 29/400 [21:03<06:45,  1.09s/it]
Loss: -345.529 step time=1.077s:   7%|▋         | 29/400 [21:03<06:45,  1.09s/it]
Loss: -345.529 step time=1.077s:   8%|▊         | 30/400 [21:03<06:42,  1.09s/it]
Loss: -346.308 step time=1.077s:   8%|▊         | 30/400 [21:05<06:42,  1.09s/it]
Loss: -346.308 step time=1.077s:   8%|▊         | 30/400 [21:05<06:42,  1.09s/it]
Loss: -346.308 step time=1.077s:   8%|▊         | 31/400 [21:05<06:40,  1.09s/it]
Loss: -343.706 step time=1.076s:   8%|▊         | 31/400 [21:06<06:40,  1.09s/it]
Loss: -343.706 step time=1.076s:   8%|▊         | 31/400 [21:06<06:40,  1.09s/it]
Loss: -343.706 step time=1.076s:   8%|▊         | 32/400 [21:06<06:38,  1.08s/it]
Loss: -346.284 step time=1.076s:   8%|▊         | 32/400 [21:07<06:38,  1.08s/it]
Loss: -346.284 step time=1.076s:   8%|▊         | 32/400 [21:07<06:38,  1.08s/it]
Loss: -346.284 step time=1.076s:   8%|▊         | 33/400 [21:07<06:36,  1.08s/it]
Loss: -350.757 step time=1.076s:   8%|▊         | 33/400 [21:08<06:36,  1.08s/it]
Loss: -350.757 step time=1.076s:   8%|▊         | 33/400 [21:08<06:36,  1.08s/it]
Loss: -350.757 step time=1.076s:   8%|▊         | 34/400 [21:08<06:34,  1.08s/it]
Loss: -347.151 step time=1.077s:   8%|▊         | 34/400 [21:09<06:34,  1.08s/it]
Loss: -347.151 step time=1.077s:   8%|▊         | 34/400 [21:09<06:34,  1.08s/it]
Loss: -347.151 step time=1.077s:   9%|▉         | 35/400 [21:09<06:33,  1.08s/it]
Loss: -349.261 step time=1.076s:   9%|▉         | 35/400 [21:10<06:33,  1.08s/it]
Loss: -349.261 step time=1.076s:   9%|▉         | 35/400 [21:10<06:33,  1.08s/it]
Loss: -349.261 step time=1.076s:   9%|▉         | 36/400 [21:10<06:32,  1.08s/it]
Loss: -352.459 step time=1.076s:   9%|▉         | 36/400 [21:11<06:32,  1.08s/it]
Loss: -352.459 step time=1.076s:   9%|▉         | 36/400 [21:11<06:32,  1.08s/it]
Loss: -352.459 step time=1.076s:   9%|▉         | 37/400 [21:11<06:31,  1.08s/it]
Loss: -352.222 step time=1.077s:   9%|▉         | 37/400 [21:12<06:31,  1.08s/it]
Loss: -352.222 step time=1.077s:   9%|▉         | 37/400 [21:12<06:31,  1.08s/it]
Loss: -352.222 step time=1.077s:  10%|▉         | 38/400 [21:12<06:29,  1.08s/it]
Loss: -354.652 step time=1.076s:  10%|▉         | 38/400 [21:13<06:29,  1.08s/it]
Loss: -354.652 step time=1.076s:  10%|▉         | 38/400 [21:13<06:29,  1.08s/it]
Loss: -354.652 step time=1.076s:  10%|▉         | 39/400 [21:13<06:28,  1.08s/it]
Loss: -341.489 step time=1.076s:  10%|▉         | 39/400 [21:14<06:28,  1.08s/it]
Loss: -341.489 step time=1.076s:  10%|▉         | 39/400 [21:14<06:28,  1.08s/it]
Loss: -341.489 step time=1.076s:  10%|█         | 40/400 [21:14<06:27,  1.08s/it]
Loss: -352.369 step time=1.077s:  10%|█         | 40/400 [21:15<06:27,  1.08s/it]
Loss: -352.369 step time=1.077s:  10%|█         | 40/400 [21:15<06:27,  1.08s/it]
