Constructing delaunay graphs for 5 samples...
Training on cuda:0...

  0%|          | 0/400 [00:00<?, ?it/s]
Loss: -163.901 step time=1241.249s:   0%|          | 0/400 [20:41<?, ?it/s]
Loss: -163.901 step time=1241.249s:   0%|          | 0/400 [20:41<?, ?it/s]
Loss: -163.901 step time=1241.249s:   0%|          | 1/400 [20:41<137:34:18, 1241.25s/it]
Loss: -216.342 step time=1.080s:   0%|          | 1/400 [20:42<137:34:18, 1241.25s/it]   
Loss: -216.342 step time=1.080s:   0%|          | 1/400 [20:42<137:34:18, 1241.25s/it]
Loss: -216.342 step time=1.080s:   0%|          | 2/400 [20:42<56:34:31, 511.74s/it]  
Loss: -247.084 step time=1.082s:   0%|          | 2/400 [20:43<56:34:31, 511.74s/it]
Loss: -247.084 step time=1.082s:   0%|          | 2/400 [20:43<56:34:31, 511.74s/it]
Loss: -247.084 step time=1.082s:   1%|          | 3/400 [20:43<30:43:08, 278.56s/it]
Loss: -269.349 step time=1.082s:   1%|          | 3/400 [20:44<30:43:08, 278.56s/it]
Loss: -269.349 step time=1.082s:   1%|          | 3/400 [20:44<30:43:08, 278.56s/it]
Loss: -269.349 step time=1.082s:   1%|          | 4/400 [20:44<18:35:30, 169.02s/it]
Loss: -279.583 step time=1.079s:   1%|          | 4/400 [20:45<18:35:30, 169.02s/it]
Loss: -279.583 step time=1.079s:   1%|          | 4/400 [20:45<18:35:30, 169.02s/it]
Loss: -279.583 step time=1.079s:   1%|▏         | 5/400 [20:45<11:54:00, 108.46s/it]
Loss: -290.556 step time=1.079s:   1%|▏         | 5/400 [20:46<11:54:00, 108.46s/it]
Loss: -290.556 step time=1.079s:   1%|▏         | 5/400 [20:46<11:54:00, 108.46s/it]
Loss: -290.556 step time=1.079s:   2%|▏         | 6/400 [20:46<7:52:27, 71.95s/it]  
Loss: -296.448 step time=1.079s:   2%|▏         | 6/400 [20:47<7:52:27, 71.95s/it]
Loss: -296.448 step time=1.079s:   2%|▏         | 6/400 [20:47<7:52:27, 71.95s/it]
Loss: -296.448 step time=1.079s:   2%|▏         | 7/400 [20:47<5:19:30, 48.78s/it]
Loss: -300.420 step time=1.078s:   2%|▏         | 7/400 [20:48<5:19:30, 48.78s/it]
Loss: -300.420 step time=1.078s:   2%|▏         | 7/400 [20:48<5:19:30, 48.78s/it]
