group,mz,cluster,r2
ctrl1,263.20060388181,12,0.9969562666116308
ctrl1,263.20060388181,13,0.97824902178383
ctrl1,263.20060388181,14,0.963275857190302
ctrl1,263.20060388181,15,0.9710515167427248
ctrl1,263.20060388181,16,0.932728295623757
ctrl1,263.20060388181,17,0.9443347378946024
ctrl1,263.20060388181,18,0.9892192786816628
ctrl1,263.20060388181,19,0.9647800363884608
ctrl1,267.23180893663,0,0.9329548144710426
ctrl1,267.23180893663,1,0.9634011885167169
ctrl1,267.23180893663,2,0.9757779823030333
ctrl1,267.23180893663,3,0.9472671896596138
ctrl1,267.23180893663,4,0.944516816687897
ctrl1,267.23180893663,5,0.9588110387478384
ctrl1,267.23180893663,6,0.9291818092170664
ctrl1,267.23180893663,7,0.939278951524914
ctrl1,267.23180893663,8,0.9426231392472856
ctrl1,267.23180893663,9,0.9480032081449682
ctrl1,267.23180893663,10,0.956989507800165
ctrl1,267.23180893663,11,0.958129439549625
ctrl1,267.23180893663,12,0.9576751379278604
ctrl1,267.23180893663,13,0.9568344016479744
ctrl1,267.23180893663,14,0.9406516583337536
ctrl1,267.23180893663,15,0.959644062045284
ctrl1,267.23180893663,16,0.9648879603084404
ctrl1,267.23180893663,17,0.9414272930582864
ctrl1,267.23180893663,18,0.9372465464768962
ctrl1,267.23180893663,19,0.9491507374054152
ctrl1,277.2172366366,0,0.982275139209792
ctrl1,277.2172366366,1,0.9874994735666104
ctrl1,277.2172366366,2,0.9828975870106634
ctrl1,277.2172366366,3,0.9819897493234724
ctrl1,277.2172366366,4,0.9744790396087424
ctrl1,277.2172366366,5,0.9916384399450048
ctrl1,277.2172366366,6,0.981323771302102
ctrl1,277.2172366366,7,0.9921349371597163
ctrl1,277.2172366366,8,0.9672088362741696
ctrl1,277.2172366366,9,0.9546138023547408
ctrl1,277.2172366366,10,0.9925730166374706
ctrl1,277.2172366366,11,0.9772997071547068
ctrl1,277.2172366366,12,0.9886692261826516
ctrl1,277.2172366366,13,0.9756477633331978
ctrl1,277.2172366366,14,0.983384418363002
ctrl1,277.2172366366,15,0.977133576441999
ctrl1,277.2172366366,16,0.9818712281020824
ctrl1,277.2172366366,17,0.9859594131593092
ctrl1,277.2172366366,18,0.9923656499862602
ctrl1,277.2172366366,19,0.9860432366216508
ctrl1,278.22118958497,0,0.9823987302314948
ctrl1,278.22118958497,1,0.9904817454425008
ctrl1,278.22118958497,2,0.9765510777499458
ctrl1,278.22118958497,3,0.9769647722282324
ctrl1,278.22118958497,4,0.9820197946903358
ctrl1,278.22118958497,5,0.993491046027641
ctrl1,278.22118958497,6,0.989604372550694
ctrl1,278.22118958497,7,0.9935152419606658
ctrl1,278.22118958497,8,0.9737109744658689
ctrl1,278.22118958497,9,0.9648284708668292
ctrl1,278.22118958497,10,0.9931211796358842
ctrl1,278.22118958497,11,0.990309054015972
ctrl1,278.22118958497,12,0.9925926739477772
ctrl1,278.22118958497,13,0.9836604131138302
ctrl1,278.22118958497,14,0.9871920309413658
ctrl1,278.22118958497,15,0.976336726876466
ctrl1,278.22118958497,16,0.9909358075125568
ctrl1,278.22118958497,17,0.986963609044258
ctrl1,278.22118958497,18,0.9911263297651052
ctrl1,278.22118958497,19,0.9913970452845996
ctrl1,278.87159452296,0,0.9140279207504314
ctrl1,278.87159452296,1,0.96610032075389
ctrl1,278.87159452296,2,0.9760499214514312
ctrl1,278.87159452296,3,0.9150107560229872
ctrl1,278.87159452296,4,0.9461752563118996
ctrl1,278.87159452296,5,0.9488481418524544
ctrl1,278.87159452296,6,0.9489030586486292
ctrl1,278.87159452296,7,0.9641327768448912
ctrl1,278.87159452296,8,0.9624282218230727
ctrl1,278.87159452296,9,0.9943604038133412
ctrl1,278.87159452296,10,0.9465994001793044
ctrl1,278.87159452296,11,0.953791790490186
ctrl1,278.87159452296,12,0.9655572680014493
ctrl1,278.87159452296,13,0.9490430906460904
ctrl1,278.87159452296,14,0.9446265340252626
ctrl1,278.87159452296,15,0.9464448033556108
ctrl1,278.87159452296,16,0.9573456849781562
ctrl1,278.87159452296,17,0.936158161937692
ctrl1,278.87159452296,18,0.9481117523688444
ctrl1,278.87159452296,19,0.970992949352792
ctrl1,289.03460129754,0,0.9860622733046756
ctrl1,289.03460129754,1,0.989972215526846
ctrl1,289.03460129754,2,0.9854028232230504
ctrl1,289.03460129754,3,0.9738393643795732
ctrl1,289.03460129754,4,0.9859624405684893
ctrl1,289.03460129754,5,0.9957503552342788
ctrl1,289.03460129754,6,0.9931125874770323
ctrl1,289.03460129754,7,0.9802384227953426
ctrl1,289.03460129754,8,0.9865798219425064
ctrl1,289.03460129754,9,0.9902097360275942
ctrl1,289.03460129754,10,0.9926846115817388
ctrl1,289.03460129754,11,0.9978503045410088
ctrl1,289.03460129754,12,0.9954833644599664
ctrl1,289.03460129754,13,0.9920239264972558
ctrl1,289.03460129754,14,0.9812201480375202
ctrl1,289.03460129754,15,0.9995950806505648
ctrl1,289.03460129754,16,0.996429298540238
ctrl1,289.03460129754,17,0.993521726686034
ctrl1,289.03460129754,18,0.9954874389495674
ctrl1,289.03460129754,19,0.9928408601111212
ctrl1,324.28939250243,0,0.9693630335260144
ctrl1,324.28939250243,1,0.9864378974915996
ctrl1,324.28939250243,2,0.9121506385469648
ctrl1,324.28939250243,3,0.9607231895715884
ctrl1,324.28939250243,4,0.9932207537020044
ctrl1,324.28939250243,5,0.9821547642671236
ctrl1,324.28939250243,6,0.9812298265232772
ctrl1,324.28939250243,7,0.997037386824076
ctrl1,324.28939250243,8,0.9471017504354096
ctrl1,324.28939250243,9,0.9002757808438294
ctrl1,324.28939250243,10,0.9946283343348942
ctrl1,324.28939250243,11,0.9993397032636884
ctrl1,324.28939250243,12,0.9774388615450672
ctrl1,324.28939250243,13,0.9486210072326454
ctrl1,324.28939250243,14,0.9682897518790742
ctrl1,324.28939250243,15,0.9669406056958708
ctrl1,324.28939250243,16,0.9767875218948742
ctrl1,324.28939250243,17,0.9535306579959164
ctrl1,324.28939250243,18,0.9166922359150248
ctrl1,324.28939250243,19,0.989316472465302
ctrl1,393.24039950066,0,0.9816474230120948
ctrl1,393.24039950066,1,0.9897289556770444
ctrl1,393.24039950066,2,0.964819553098358
ctrl1,393.24039950066,3,0.9794670831813596
ctrl1,393.24039950066,4,0.9768172493232676
ctrl1,393.24039950066,5,0.9804508173476748
ctrl1,393.24039950066,6,0.9847722334962882
ctrl1,393.24039950066,7,0.9771647860237233
ctrl1,393.24039950066,8,0.9876381136889412
ctrl1,393.24039950066,9,0.9764222538227698
ctrl1,393.24039950066,10,0.9707895654048908
ctrl1,393.24039950066,11,0.9703627960752308
ctrl1,393.24039950066,12,0.9821433740674168
ctrl1,393.24039950066,13,0.9557783052407364
ctrl1,393.24039950066,14,0.9840320349758866
ctrl1,393.24039950066,15,0.9601460906642312
ctrl1,393.24039950066,16,0.988306624255397
ctrl1,393.24039950066,17,0.9888365890147276
ctrl1,393.24039950066,18,0.9748934513603336
ctrl1,393.24039950066,19,0.9751918333993383
ctrl1,394.24444121472,0,0.967941599576974
ctrl1,394.24444121472,1,0.9859592182868492
ctrl1,394.24444121472,2,0.9814844570529436
ctrl1,394.24444121472,3,0.9804540213431168
ctrl1,394.24444121472,4,0.9733124695706716
ctrl1,394.24444121472,5,0.9898194515334686
ctrl1,394.24444121472,6,0.9893334354398852
ctrl1,394.24444121472,7,0.9797766751738688
ctrl1,394.24444121472,8,0.9909770674682308
ctrl1,394.24444121472,9,0.9620438007924008
ctrl1,394.24444121472,10,0.9704662234653456
ctrl1,394.24444121472,11,0.9784205737634774
ctrl1,394.24444121472,12,0.9818153071002972
ctrl1,394.24444121472,13,0.9351786889198191
ctrl1,394.24444121472,14,0.9765503755152972
ctrl1,394.24444121472,15,0.9455310614957988
ctrl1,394.24444121472,16,0.9768072831148196
ctrl1,394.24444121472,17,0.9710459356996736
ctrl1,394.24444121472,18,0.9659050975428782
ctrl1,394.24444121472,19,0.9471502395374496
ctrl1,416.22920276165,0,0.9328120158224892
ctrl1,416.22920276165,1,0.9680399336810154
ctrl1,416.22920276165,2,0.943596512378557
ctrl1,416.22920276165,3,0.9287242708281184
ctrl1,416.22920276165,4,0.935203140791661
ctrl1,416.22920276165,5,0.956455736506874
ctrl1,416.22920276165,6,0.9557341239956716
ctrl1,416.22920276165,7,0.9536500464620586
ctrl1,416.22920276165,8,0.968612101511504
ctrl1,416.22920276165,9,0.981938730863397
ctrl1,416.22920276165,10,0.9401543720316948
ctrl1,416.22920276165,11,0.9278189816302932
ctrl1,416.22920276165,12,0.9478886362175052
ctrl1,416.22920276165,13,0.9162664657177813
ctrl1,416.22920276165,14,0.9589704895286262
ctrl1,416.22920276165,15,0.9161524145961312
ctrl1,416.22920276165,16,0.9612871201299136
ctrl1,416.22920276165,17,0.9471869968660844
ctrl1,416.22920276165,18,0.9429718566095092
ctrl1,416.22920276165,19,0.942000204545901
ctrl1,433.23531812981,0,0.9130372343329628
ctrl1,433.23531812981,1,0.989197794973647
ctrl1,433.23531812981,2,0.9448810760929236
ctrl1,433.23531812981,3,0.973729566025212
ctrl1,433.23531812981,4,0.9569499560456992
ctrl1,433.23531812981,5,0.9935663330835924
ctrl1,433.23531812981,6,0.9895778410971132
ctrl1,433.23531812981,7,0.9793413888309026
ctrl1,433.23531812981,8,0.9815503663682358
ctrl1,433.23531812981,9,0.963833909403821
ctrl1,433.23531812981,10,0.9867568885276572
ctrl1,433.23531812981,11,0.975824879076174
ctrl1,433.23531812981,12,0.9880007987548468
ctrl1,433.23531812981,13,0.9643052568359204
ctrl1,433.23531812981,14,0.982498240963412
ctrl1,433.23531812981,15,0.967252145478138
ctrl1,433.23531812981,16,0.9763158006690996
ctrl1,433.23531812981,17,0.9072956039465224
ctrl1,433.23531812981,18,0.9704966158101496
ctrl1,433.23531812981,19,0.9745070762546596
ctrl1,443.25313578602,0,0.9393341939121193
ctrl1,443.25313578602,1,0.9831778441576678
ctrl1,443.25313578602,2,0.9666502917994771
ctrl1,443.25313578602,3,0.949646990490226
ctrl1,443.25313578602,4,0.9674698435307738
ctrl1,443.25313578602,5,0.966670153037532
ctrl1,443.25313578602,6,0.9802603617859502
ctrl1,443.25313578602,7,0.9706018863246996
ctrl1,443.25313578602,8,0.9856220132882684
ctrl1,443.25313578602,9,0.9607979559733726
ctrl1,443.25313578602,10,0.9759194127467766
ctrl1,443.25313578602,11,0.9639954097039786
ctrl1,443.25313578602,12,0.9751568981628576
ctrl1,443.25313578602,13,0.9515643673771624
ctrl1,443.25313578602,14,0.9732611939819716
ctrl1,443.25313578602,15,0.9566928099314695
ctrl1,443.25313578602,16,0.9769812427445554
ctrl1,443.25313578602,17,0.9470192329766812
ctrl1,443.25313578602,18,0.9733197032830124
ctrl1,443.25313578602,19,0.963873781483062
ctrl1,459.27354316006,0,0.9733710016722268
ctrl1,459.27354316006,1,0.9864991521732012
